,data,local,tipo_leito,total,ocupados,percentual_ocupados
3343,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,114,21,18%
3344,POR TIPO DE LEITO,Estado,TI,400,95,24%
3345,POR TIPO DE LEITO,aceió,TI,220,56,25%
3346,POR TIPO DE LEITO,terior,TI,180,39,22%
3347,POR TIPO DE LEITO,Estado,intermediária,57,10,18%
3348,POR TIPO DE LEITO,aceió,intermediária,32,9,28%
3349,POR TIPO DE LEITO,terior,intermediária,25,1,4%
3350,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,105,23%
3351,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,65,26%
3352,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,40,20%
3353,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,78,8%
3354,22/03/2021,Estado,UTI,367,313,
3355,22/03/2021,Maceió,UTI,215,192,
3356,22/03/2021,Interior,UTI,152,121,
3357,22/03/2021,Estado,U intermediária,47,14,
3358,22/03/2021,Maceió,U intermediária,24,11,
3359,22/03/2021,Interior,U intermediária,23,3,
3360,22/03/2021,Estado,Resumo Leitos c/ Respirador,414,327,
3361,22/03/2021,Maceió,Resumo Leitos c/ Respirador,239,203,
3362,22/03/2021,Interior,Resumo Leitos c/ Respirador,175,124,
3363,22/03/2021,Estado,Leitos Clínicos,771,478,
3364,22/03/2021,Maceió,Leitos Clínicos,414,254,
3365,22/03/2021,Interior,Leitos Clínicos,357,224,
3366,/2021 16:14,Estado,UTI,250,166,66%
3367,/2021 16:14,Maceió,UTI,149,88,59%
3368,/2021 16:14,Interior,UTI,101,78,77%
3369,/2021 16:14,Estado,U intermediária,33,6,18%
3370,/2021 16:14,Maceió,U intermediária,19,6,32%
3371,/2021 16:14,Interior,U intermediária,14,0,0%
3372,/2021 16:14,Estado,Resumo Leitos c/ Respirador,283,172,61%
3373,/2021 16:14,Maceió,Resumo Leitos c/ Respirador,168,94,56%
3374,/2021 16:14,Interior,Resumo Leitos c/ Respirador,115,78,68%
3375,/2021 16:14,Estado,Leitos Clínicos,547,282,52%
3376,/2021 16:14,Maceió,Leitos Clínicos,267,150,56%
3377,/2021 16:14,Interior,Leitos Clínicos,280,132,47%
3378,POR TIPO DE LEITO,Estado,I,116,29,25%
3379,POR TIPO DE LEITO,ceió,I,64,21,33%
3380,POR TIPO DE LEITO,rior,I,52,8,15%
3381,POR TIPO DE LEITO,Estado,ntermediária,19,0,0%
3382,POR TIPO DE LEITO,ceió,ntermediária,9,0,0%
3383,POR TIPO DE LEITO,rior,ntermediária,10,0,0%
3384,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,135,29,21%
3385,POR TIPO DE LEITO,ceió,sumo Leitos c/ Respirador,73,21,29%
3386,POR TIPO DE LEITO,rior,sumo Leitos c/ Respirador,62,8,13%
3387,POR TIPO DE LEITO,tos Clínicos,tos Clínicos,114,24,21%
3388,POR TIPO DE LEITO,Estado,TI,400,58,15%
3389,POR TIPO DE LEITO,aceió,TI,220,35,16%
3390,POR TIPO DE LEITO,terior,TI,180,23,13%
3391,POR TIPO DE LEITO,Estado,intermediária,57,14,25%
3392,POR TIPO DE LEITO,aceió,intermediária,32,12,38%
3393,POR TIPO DE LEITO,terior,intermediária,25,2,8%
3394,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,72,16%
3395,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,47,19%
3396,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,25,12%
3397,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,58,6%
3398,/2021 16:00,Estado,UTI,255,173,68%
3399,/2021 16:00,Maceió,UTI,149,92,62%
3400,/2021 16:00,Interior,UTI,106,81,76%
3401,/2021 16:00,Estado,U intermediária,33,7,21%
3402,/2021 16:00,Maceió,U intermediária,19,6,32%
3403,/2021 16:00,Interior,U intermediária,14,1,7%
3404,/2021 16:00,Estado,Resumo Leitos c/ Respirador,288,180,63%
3405,/2021 16:00,Maceió,Resumo Leitos c/ Respirador,168,98,58%
3406,/2021 16:00,Interior,Resumo Leitos c/ Respirador,120,82,68%
3407,/2021 16:00,Estado,Leitos Clínicos,547,274,50%
3408,/2021 16:00,Maceió,Leitos Clínicos,267,142,53%
3409,/2021 16:00,Interior,Leitos Clínicos,280,132,47%
3410,22/04/202,Estado,UTI,377,309,
3411,22/04/202,Maceió,UTI,216,185,
3412,22/04/202,Interior,UTI,161,124,
3413,22/04/202,Estado,U intermediária,57,8,
3414,22/04/202,Maceió,U intermediária,32,4,
3415,22/04/202,Interior,U intermediária,25,4,
3416,22/04/202,Estado,Resumo Leitos c/ Respirador,434,317,
3417,22/04/202,Maceió,Resumo Leitos c/ Respirador,248,189,
3418,22/04/202,Interior,Resumo Leitos c/ Respirador,186,128,
3419,22/04/202,Estado,Leitos Clínicos,971,460,
3420,22/04/202,Maceió,Leitos Clínicos,561,257,
3421,22/04/202,Interior,Leitos Clínicos,410,203,
3422,22/04/202,1405,1405,777,55%,
3423,POR TIPO DE LEITO,Estado,TI,116,28,24%
3424,POR TIPO DE LEITO,aceió,TI,64,23,36%
3425,POR TIPO DE LEITO,terior,TI,52,5,10%
3426,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
3427,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
3428,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3429,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,135,28,21%
3430,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,73,23,32%
3431,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,5,8%
3432,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,114,18,16%
3433,POR TIPO DE LEITO,Estado,I,400,109,27%
3434,POR TIPO DE LEITO,aceió,I,220,51,23%
3435,POR TIPO DE LEITO,terior,I,180,58,32%
3436,POR TIPO DE LEITO,Estado,intermediária,57,12,21%
3437,POR TIPO DE LEITO,aceió,intermediária,32,11,34%
3438,POR TIPO DE LEITO,terior,intermediária,25,1,4%
3439,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,121,26%
3440,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,62,25%
3441,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,59,29%
3442,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,95,9%
3443,/2021  16H,Estado,UTI,258,182,71%
3444,/2021  16H,Maceió,UTI,149,100,67%
3445,/2021  16H,Interior,UTI,109,82,75%
3446,/2021  16H,Estado,U intermediária,33,7,21%
3447,/2021  16H,Maceió,U intermediária,19,5,26%
3448,/2021  16H,Interior,U intermediária,14,2,14%
3449,/2021  16H,Estado,Resumo Leitos c/ Respirador,291,189,65%
3450,/2021  16H,Maceió,Resumo Leitos c/ Respirador,168,105,63%
3451,/2021  16H,Interior,Resumo Leitos c/ Respirador,123,84,68%
3452,/2021  16H,Estado,Leitos Clínicos,557,279,50%
3453,/2021  16H,Maceió,Leitos Clínicos,277,145,52%
3454,/2021  16H,Interior,Leitos Clínicos,280,134,48%
3455,021 16:00,Estado,UTI,367,315,86%
3456,021 16:00,Maceió,UTI,215,190,88%
3457,021 16:00,Interior,UTI,152,125,82%
3458,021 16:00,Estado,U intermediária,47,19,40%
3459,021 16:00,Maceió,U intermediária,24,10,42%
3460,021 16:00,Interior,U intermediária,23,9,39%
3461,021 16:00,Estado,Resumo Leitos c/ Respirador,414,334,81%
3462,021 16:00,Maceió,Resumo Leitos c/ Respirador,239,200,84%
3463,021 16:00,Interior,Resumo Leitos c/ Respirador,175,134,77%
3464,021 16:00,Estado,Leitos Clínicos,771,473,61%
3465,021 16:00,Maceió,Leitos Clínicos,414,262,63%
3466,021 16:00,Interior,Leitos Clínicos,357,211,59%
3467,POR TIPO DE LEITO,Estado,I,400,108,27%
3468,POR TIPO DE LEITO,aceió,I,220,56,25%
3469,POR TIPO DE LEITO,terior,I,180,52,29%
3470,POR TIPO DE LEITO,Estado,intermediária,57,12,21%
3471,POR TIPO DE LEITO,aceió,intermediária,32,11,34%
3472,POR TIPO DE LEITO,terior,intermediária,25,1,4%
3473,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,120,26%
3474,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,67,27%
3475,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,53,26%
3476,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,95,9%
3477,POR TIPO DE LEITO,Estado,TI,116,26,22%
3478,POR TIPO DE LEITO,aceió,TI,64,22,34%
3479,POR TIPO DE LEITO,terior,TI,52,4,8%
3480,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
3481,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
3482,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3483,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,135,26,19%
3484,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,73,22,30%
3485,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,4,6%
3486,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,114,21,18%
3487,2021  16H,Estado,UTI,266,177,67%
3488,2021  16H,Maceió,UTI,154,106,69%
3489,2021  16H,Interior,UTI,112,71,63%
3490,2021  16H,Estado,U intermediária,33,7,21%
3491,2021  16H,Maceió,U intermediária,19,6,32%
3492,2021  16H,Interior,U intermediária,14,1,7%
3493,2021  16H,Estado,Resumo Leitos c/ Respirador,299,184,62%
3494,2021  16H,Maceió,Resumo Leitos c/ Respirador,173,112,65%
3495,2021  16H,Interior,Resumo Leitos c/ Respirador,126,72,57%
3496,2021  16H,Estado,Leitos Clínicos,557,299,54%
3497,2021  16H,Maceió,Leitos Clínicos,277,157,57%
3498,2021  16H,Interior,Leitos Clínicos,280,142,51%
3499,021 16:00,Estado,UTI,377,298,79%
3500,021 16:00,Maceió,UTI,216,178,82%
3501,021 16:00,Interior,UTI,161,120,75%
3502,021 16:00,Estado,U intermediária,57,19,33%
3503,021 16:00,Maceió,U intermediária,32,13,41%
3504,021 16:00,Interior,U intermediária,25,6,24%
3505,021 16:00,Estado,Resumo Leitos c/ Respirador,434,317,73%
3506,021 16:00,Maceió,Resumo Leitos c/ Respirador,248,191,77%
3507,021 16:00,Interior,Resumo Leitos c/ Respirador,186,126,68%
3508,021 16:00,Estado,Leitos Clínicos,971,447,46%
3509,021 16:00,Maceió,Leitos Clínicos,561,243,43%
3510,021 16:00,Interior,Leitos Clínicos,410,204,50%
3511,021 16:00,TOTAL,TOTAL,1405,764,54%
3512,POR TIPO DE LEITO,Estado,I,400,116,29%
3513,POR TIPO DE LEITO,aceió,I,220,58,26%
3514,POR TIPO DE LEITO,terior,I,180,58,32%
3515,POR TIPO DE LEITO,Estado,intermediária,57,12,21%
3516,POR TIPO DE LEITO,aceió,intermediária,32,11,34%
3517,POR TIPO DE LEITO,terior,intermediária,25,1,4%
3518,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,128,28%
3519,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,69,27%
3520,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,59,29%
3521,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,82,8%
3522,POR TIPO DE LEITO,Estado,TI,96,22,23%
3523,POR TIPO DE LEITO,aceió,TI,44,20,45%
3524,POR TIPO DE LEITO,terior,TI,52,2,4%
3525,POR TIPO DE LEITO,Estado,intermediária,19,6,32%
3526,POR TIPO DE LEITO,aceió,intermediária,9,6,67%
3527,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3528,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,28,24%
3529,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,26,49%
3530,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,2,3%
3531,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,24,22%
3532,/2021 - 18:0,Estado,UTI,250,163,65%
3533,/2021 - 18:0,Maceió,UTI,149,89,60%
3534,/2021 - 18:0,Interior,UTI,101,74,73%
3535,/2021 - 18:0,Estado,U intermediária,33,7,21%
3536,/2021 - 18:0,Maceió,U intermediária,19,7,37%
3537,/2021 - 18:0,Interior,U intermediária,14,0,0%
3538,/2021 - 18:0,Estado,Resumo Leitos c/ Respirador,283,170,60%
3539,/2021 - 18:0,Maceió,Resumo Leitos c/ Respirador,168,96,57%
3540,/2021 - 18:0,Interior,Resumo Leitos c/ Respirador,115,74,64%
3541,/2021 - 18:0,Estado,Leitos Clínicos,538,280,52%
3542,/2021 - 18:0,Maceió,Leitos Clínicos,267,147,55%
3543,/2021 - 18:0,Interior,Leitos Clínicos,271,133,49%
3544,24/03/2021,Estado,UTI,367,327,
3545,24/03/2021,Maceió,UTI,215,200,
3546,24/03/2021,Interior,UTI,152,127,
3547,24/03/2021,Estado,U intermediária,47,19,
3548,24/03/2021,Maceió,U intermediária,24,11,
3549,24/03/2021,Interior,U intermediária,23,8,
3550,24/03/2021,Estado,Resumo Leitos c/ Respirador,414,346,
3551,24/03/2021,Maceió,Resumo Leitos c/ Respirador,239,211,
3552,24/03/2021,Interior,Resumo Leitos c/ Respirador,175,135,
3553,24/03/2021,Estado,Leitos Clínicos,771,490,
3554,24/03/2021,Maceió,Leitos Clínicos,414,272,
3555,24/03/2021,Interior,Leitos Clínicos,357,218,
3556,POR TIPO DE LEITO,Estado,I,400,106,27%
3557,POR TIPO DE LEITO,aceió,I,220,52,24%
3558,POR TIPO DE LEITO,terior,I,180,54,30%
3559,POR TIPO DE LEITO,Estado,intermediária,57,12,21%
3560,POR TIPO DE LEITO,aceió,intermediária,32,11,34%
3561,POR TIPO DE LEITO,terior,intermediária,25,1,4%
3562,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,118,26%
3563,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,63,25%
3564,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,55,27%
3565,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,81,8%
3566,POR TIPO DE LEITO,Estado,TI,96,24,25%
3567,POR TIPO DE LEITO,aceió,TI,44,22,50%
3568,POR TIPO DE LEITO,terior,TI,52,2,4%
3569,POR TIPO DE LEITO,Estado,intermediária,19,3,16%
3570,POR TIPO DE LEITO,aceió,intermediária,9,3,33%
3571,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3572,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,27,23%
3573,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,25,47%
3574,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,2,3%
3575,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,27,25%
3576,04/01/2021,Estado,UTI,187,105,56%
3577,04/01/2021,Maceió,UTI,104,61,59%
3578,04/01/2021,Interior,UTI,83,44,53%
3579,04/01/2021,Estado,U intermediária,33,6,18%
3580,04/01/2021,Maceió,U intermediária,19,6,32%
3581,04/01/2021,Interior,U intermediária,14,0,0%
3582,04/01/2021,Estado,Resumo Leitos c/ Respirador,220,111,50%
3583,04/01/2021,Maceió,Resumo Leitos c/ Respirador,123,67,54%
3584,04/01/2021,Interior,Resumo Leitos c/ Respirador,97,44,45%
3585,04/01/2021,Estado,Leitos Clínicos,447,168,38%
3586,04/01/2021,Maceió,Leitos Clínicos,213,104,49%
3587,04/01/2021,Interior,Leitos Clínicos,234,64,27%
3588,POR TIPO DE LEITO,Estado,TI,400,112,28%
3589,POR TIPO DE LEITO,aceió,TI,220,62,28%
3590,POR TIPO DE LEITO,terior,TI,180,50,28%
3591,POR TIPO DE LEITO,Estado,intermediária,57,11,19%
3592,POR TIPO DE LEITO,aceió,intermediária,32,10,31%
3593,POR TIPO DE LEITO,terior,intermediária,25,1,4%
3594,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,123,27%
3595,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,72,29%
3596,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,51,25%
3597,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,80,8%
3598,POR TIPO DE LEITO,Estado,TI,96,26,27%
3599,POR TIPO DE LEITO,aceió,TI,44,23,52%
3600,POR TIPO DE LEITO,terior,TI,52,3,6%
3601,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
3602,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
3603,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3604,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,26,23%
3605,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,23,43%
3606,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,3,5%
3607,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,27,25%
3608,"6/01/2021,",Estado,UTI,189,108,57%
3609,"6/01/2021,",Maceió,UTI,104,62,60%
3610,"6/01/2021,",Interior,UTI,85,46,54%
3611,"6/01/2021,",Estado,U intermediária,33,6,18%
3612,"6/01/2021,",Maceió,U intermediária,19,6,32%
3613,"6/01/2021,",Interior,U intermediária,14,0,0%
3614,"6/01/2021,",Estado,Resumo Leitos c/ Respirador,222,114,51%
3615,"6/01/2021,",Maceió,Resumo Leitos c/ Respirador,123,68,55%
3616,"6/01/2021,",Interior,Resumo Leitos c/ Respirador,99,46,46%
3617,"6/01/2021,",Estado,Leitos Clínicos,457,172,38%
3618,"6/01/2021,",Maceió,Leitos Clínicos,213,108,51%
3619,"6/01/2021,",Interior,Leitos Clínicos,244,64,26%
3620,27/01/2021,Estado,UTI,224,115,51%
3621,27/01/2021,Maceió,UTI,139,69,50%
3622,27/01/2021,Interior,UTI,85,46,54%
3623,27/01/2021,Estado,U intermediária,33,6,18%
3624,27/01/2021,Maceió,U intermediária,19,6,32%
3625,27/01/2021,Interior,U intermediária,14,0,0%
3626,27/01/2021,Estado,Resumo Leitos c/ Respirador,257,121,47%
3627,27/01/2021,Maceió,Resumo Leitos c/ Respirador,158,75,47%
3628,27/01/2021,Interior,Resumo Leitos c/ Respirador,99,46,46%
3629,27/01/2021,Estado,Leitos Clínicos,471,197,42%
3630,27/01/2021,Maceió,Leitos Clínicos,227,99,44%
3631,27/01/2021,Interior,Leitos Clínicos,244,98,40%
3632,POR TIPO DE LEITO,Estado,TI,400,100,25%
3633,POR TIPO DE LEITO,aceió,TI,220,55,25%
3634,POR TIPO DE LEITO,terior,TI,180,45,25%
3635,POR TIPO DE LEITO,Estado,intermediária,57,13,23%
3636,POR TIPO DE LEITO,aceió,intermediária,32,13,41%
3637,POR TIPO DE LEITO,terior,intermediária,25,0,0%
3638,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,113,25%
3639,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,68,27%
3640,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,45,22%
3641,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,80,8%
3642,POR TIPO DE LEITO,Estado,TI,96,25,26%
3643,POR TIPO DE LEITO,aceió,TI,44,22,50%
3644,POR TIPO DE LEITO,terior,TI,52,3,6%
3645,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
3646,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
3647,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3648,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,25,22%
3649,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,22,42%
3650,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,3,5%
3651,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,23,21%
3652,"8/01/2021,",Estado,UTI,187,98,52%
3653,"8/01/2021,",Maceió,UTI,104,58,56%
3654,"8/01/2021,",Interior,UTI,83,40,48%
3655,"8/01/2021,",Estado,U intermediária,33,7,21%
3656,"8/01/2021,",Maceió,U intermediária,19,5,26%
3657,"8/01/2021,",Interior,U intermediária,14,2,14%
3658,"8/01/2021,",Estado,Resumo Leitos c/ Respirador,220,105,48%
3659,"8/01/2021,",Maceió,Resumo Leitos c/ Respirador,123,63,51%
3660,"8/01/2021,",Interior,Resumo Leitos c/ Respirador,97,42,43%
3661,"8/01/2021,",Estado,Leitos Clínicos,477,203,43%
3662,"8/01/2021,",Maceió,Leitos Clínicos,233,120,52%
3663,"8/01/2021,",Interior,Leitos Clínicos,244,83,34%
3664,30/01/2021,Estado,UTI,224,105,47%
3665,30/01/2021,Maceió,UTI,139,63,45%
3666,30/01/2021,Interior,UTI,85,42,49%
3667,30/01/2021,Estado,U intermediária,33,5,15%
3668,30/01/2021,Maceió,U intermediária,19,5,26%
3669,30/01/2021,Interior,U intermediária,14,0,0%
3670,30/01/2021,Estado,Resumo Leitos c/ Respirador,257,110,43%
3671,30/01/2021,Maceió,Resumo Leitos c/ Respirador,158,68,43%
3672,30/01/2021,Interior,Resumo Leitos c/ Respirador,99,42,42%
3673,30/01/2021,Estado,Leitos Clínicos,471,186,39%
3674,30/01/2021,Maceió,Leitos Clínicos,227,88,39%
3675,30/01/2021,Interior,Leitos Clínicos,244,98,40%
3676,POR TIPO DE LEITO,Estado,I,400,229,57%
3677,POR TIPO DE LEITO,ceió,I,220,117,53%
3678,POR TIPO DE LEITO,erior,I,180,112,62%
3679,POR TIPO DE LEITO,Estado,ntermediária,57,12,21%
3680,POR TIPO DE LEITO,ceió,ntermediária,32,10,31%
3681,POR TIPO DE LEITO,erior,ntermediária,25,2,8%
3682,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,241,53%
3683,POR TIPO DE LEITO,ceió,sumo Leitos c/ Respirador,252,127,50%
3684,POR TIPO DE LEITO,erior,sumo Leitos c/ Respirador,205,114,56%
3685,POR TIPO DE LEITO,tos Clínicos,tos Clínicos,1031,264,26%
3686,POR TIPO DE LEITO,ceió,ceió,566,149,26%
3687,POR TIPO DE LEITO,Estado,TI,96,22,23%
3688,POR TIPO DE LEITO,aceió,TI,44,20,45%
3689,POR TIPO DE LEITO,terior,TI,52,2,4%
3690,POR TIPO DE LEITO,Estado,intermediária,19,1,5%
3691,POR TIPO DE LEITO,aceió,intermediária,9,1,11%
3692,POR TIPO DE LEITO,terior,intermediária,10,0,0%
3693,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,23,20%
3694,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,21,40%
3695,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,2,3%
3696,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,24,22%
3697,"4/01/2021,",Estado,UTI,199,122,61%
3698,"4/01/2021,",Maceió,UTI,114,70,61%
3699,"4/01/2021,",Interior,UTI,85,52,61%
3700,"4/01/2021,",Estado,U intermediária,33,8,24%
3701,"4/01/2021,",Maceió,U intermediária,19,6,32%
3702,"4/01/2021,",Interior,U intermediária,14,2,14%
3703,"4/01/2021,",Estado,Resumo Leitos c/ Respirador,232,130,56%
3704,"4/01/2021,",Maceió,Resumo Leitos c/ Respirador,133,76,57%
3705,"4/01/2021,",Interior,Resumo Leitos c/ Respirador,99,54,55%
3706,"4/01/2021,",Estado,Leitos Clínicos,481,198,41%
3707,"4/01/2021,",Maceió,Leitos Clínicos,237,99,42%
3708,"4/01/2021,",Interior,Leitos Clínicos,244,99,41%
3709,POR TIPO DE LEITO,Estado,I,400,230,58%
3710,POR TIPO DE LEITO,aceió,I,220,120,55%
3711,POR TIPO DE LEITO,terior,I,180,110,61%
3712,POR TIPO DE LEITO,Estado,intermediária,57,11,19%
3713,POR TIPO DE LEITO,aceió,intermediária,32,10,31%
3714,POR TIPO DE LEITO,terior,intermediária,25,1,4%
3715,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,241,53%
3716,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,130,52%
3717,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,111,54%
3718,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,261,25%
3719,31/01/2021,Estado,UTI,224,107,48%
3720,31/01/2021,Maceió,UTI,139,63,45%
3721,31/01/2021,Interior,UTI,85,44,52%
3722,31/01/2021,Estado,U intermediária,33,8,24%
3723,31/01/2021,Maceió,U intermediária,19,6,32%
3724,31/01/2021,Interior,U intermediária,14,2,14%
3725,31/01/2021,Estado,Resumo Leitos c/ Respirador,257,115,45%
3726,31/01/2021,Maceió,Resumo Leitos c/ Respirador,158,69,44%
3727,31/01/2021,Interior,Resumo Leitos c/ Respirador,99,46,46%
3728,31/01/2021,Estado,Leitos Clínicos,471,192,41%
3729,31/01/2021,Maceió,Leitos Clínicos,227,86,38%
3730,31/01/2021,Interior,Leitos Clínicos,244,106,43%
3731,"5/01/2021,",Estado,UTI,209,126,60%
3732,"5/01/2021,",Maceió,UTI,124,75,60%
3733,"5/01/2021,",Interior,UTI,85,51,60%
3734,"5/01/2021,",Estado,U intermediária,33,8,24%
3735,"5/01/2021,",Maceió,U intermediária,19,5,26%
3736,"5/01/2021,",Interior,U intermediária,14,3,21%
3737,"5/01/2021,",Estado,Resumo Leitos c/ Respirador,242,134,55%
3738,"5/01/2021,",Maceió,Resumo Leitos c/ Respirador,143,80,56%
3739,"5/01/2021,",Interior,Resumo Leitos c/ Respirador,99,54,55%
3740,"5/01/2021,",Estado,Leitos Clínicos,481,201,42%
3741,"5/01/2021,",Maceió,Leitos Clínicos,237,105,44%
3742,"5/01/2021,",Interior,Leitos Clínicos,244,96,39%
3743,021 16:00,Estado,TI,390,336,86%
3744,021 16:00,aceió,TI,220,178,81%
3745,021 16:00,nterior,TI,170,158,93%
3746,021 16:00,Estado,intermediária,57,7,12%
3747,021 16:00,aceió,intermediária,32,4,13%
3748,021 16:00,nterior,intermediária,25,3,12%
3749,021 16:00,Estado,esumo Leitos c/ Respirador,447,343,77%
3750,021 16:00,aceió,esumo Leitos c/ Respirador,252,182,72%
3751,021 16:00,nterior,esumo Leitos c/ Respirador,195,161,83%
3752,021 16:00,Estado,eitos Clínicos,981,457,47%
3753,021 16:00,aceió,eitos Clínicos,566,246,43%
3754,021 16:00,nterior,eitos Clínicos,415,211,51%
3755,021 16:00,TOTAL,TOTAL,1428,800,56%
3756,021 16:00,,,,,
3757,POR TIPO DE LEITO,Estado,TI,400,267,67%
3758,POR TIPO DE LEITO,aceió,TI,220,131,60%
3759,POR TIPO DE LEITO,terior,TI,180,136,76%
3760,POR TIPO DE LEITO,Estado,intermediária,57,10,18%
3761,POR TIPO DE LEITO,aceió,intermediária,32,6,19%
3762,POR TIPO DE LEITO,terior,intermediária,25,4,16%
3763,POR TIPO DE LEITO,Estado,esumo Leitos c/ Respirador,457,277,61%
3764,POR TIPO DE LEITO,aceió,esumo Leitos c/ Respirador,252,137,54%
3765,POR TIPO DE LEITO,terior,esumo Leitos c/ Respirador,205,140,68%
3766,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,368,36%
3767,POR TIPO DE LEITO,aceió,aceió,566,189,33%
3768,"1/01/2021,",Estado,UTI,224,120,54%
3769,"1/01/2021,",Maceió,UTI,139,71,51%
3770,"1/01/2021,",Interior,UTI,85,49,58%
3771,"1/01/2021,",Estado,U intermediária,33,6,18%
3772,"1/01/2021,",Maceió,U intermediária,19,6,32%
3773,"1/01/2021,",Interior,U intermediária,14,0,0%
3774,"1/01/2021,",Estado,Resumo Leitos c/ Respirador,257,126,49%
